movie_id,title,release_year,duration_minutes,language_id,budget,revenue
1755,Resource suffer,2019,89,10,58900227,978693241
1756,Effort network,2005,123,8,196381647,829461983
1757,Police yourself,2003,101,6,120244494,1001881431
1758,Administration,2012,128,6,112564398,924350079
1759,Number medical,1993,100,9,119783861,1336892336
1760,Section state,1993,173,6,78479604,1334787498
1761,Go low,2008,89,6,44967135,222492690
1762,Apply state team story,2021,150,7,196421190,734320829
1763,Safe play sure,2020,91,7,114771588,1402843106
1764,Unit tough recognize,2008,123,6,196583552,1456218127
1765,Forward state thousand,1990,156,10,112184298,60774622
1766,Two significant phone lot,1996,158,4,38464914,980122423
1767,Late listen lose,2017,141,10,158619948,1115706224
1768,Available site,1998,170,9,161507145,709790542
1769,Less drug,2006,83,4,24106381,1267319581
1770,Evening news,2013,135,7,39557876,418350483
1771,Good police,2015,163,9,56776536,236942390
1772,Material dinner affect,2013,101,5,82397988,225524364
1773,Many interesting evidence five,1992,157,6,128402991,31389520
1774,Though bad statement,2015,135,8,142009425,1283128805
1775,Government anything different change,1993,100,8,91037747,150050643
1776,Since front car,2002,86,7,18747818,1278214059
1777,Reflect science within,2013,92,1,159559156,420784058
1778,Brother say garden,2008,122,1,101870638,1235963682
1779,Firm letter,1994,106,5,24742655,275543485
1780,Six,2014,104,10,2776738,1373728203
1781,Church,2022,132,1,110913753,1097850145
1782,Assume common,2018,169,9,172478179,555370215
1783,Image inside,2007,150,3,74371156,768196825
1784,Music source until,1997,172,5,112270259,909105663
1785,No though,1998,173,1,47947485,1038797128
1786,Through reach manage,1996,149,5,150200143,1338267131
1787,Skill federal,2015,113,4,125049383,959823455
1788,Once build heart,2013,164,4,191655479,404267481
1789,Walk surface nothing,2011,116,6,153448877,527165968
1790,Third quality,2013,118,1,37756072,300649878
1791,Well still,1999,110,5,54487795,99641306
1792,Place thing claim,2002,92,9,50930717,134903830
1793,Cultural picture,2022,86,9,103480479,279192335
1794,Check cause,2015,130,9,78702177,674299487
1795,President Mr very,2022,153,10,149677520,1260252076
1796,Reason position,1992,150,10,132690575,940976725
1797,Article important prepare,1992,142,3,12336810,1106929120
1798,Movie save expert,1992,99,2,82065601,1404525784
1799,Wish finally stop,1998,86,1,158090644,773248617
1800,Music family lot,2011,126,8,82581395,673271656
1801,Party discuss include,2020,80,6,133634088,1258413015
1802,Figure make lay many,2023,134,3,151130865,1167097251
1803,Both analysis,2019,91,3,199603589,317726638
1804,Feeling you,1999,117,5,125406905,321558551
1805,Able nation center model,2022,164,6,61269188,1013294606
1806,Win question,1998,160,10,8204810,667873263
1807,Say want,2010,156,4,1656774,1300640215
1808,Recently born,2010,141,4,42345494,741372824
1809,Citizen particular film including,2000,105,5,71511826,630055066
1810,Matter brother recognize,2015,92,5,81576111,797056368
1811,Than set three,2009,83,2,172947728,22355621
1812,Table provide lead,2011,106,10,171875496,1116710594
1813,Marriage,2022,101,7,127846805,1264370122
1814,Quickly risk go,2022,161,10,34333489,1417350189
1815,Lot notice write,2021,117,4,176506583,1461638961
1816,Official within,2009,90,2,179754782,315526962
1817,Middle common,2020,140,6,78225936,128088712
1818,Hear,1991,94,8,112979669,514785465
1819,Explain our push,2013,119,3,49149887,1094005843
1820,Player need picture,2011,180,8,133039776,1206409536
1821,Maybe according form,1997,130,10,185641499,122268259
1822,Range region despite,2016,140,2,174083382,911369404
1823,Hotel help,2009,142,10,66699649,743339461
1824,Student,1991,164,5,8634999,424633604
1825,Others alone same,2020,113,1,33039022,435295377
1826,Campaign doctor treatment,2006,91,10,75414880,1380580932
1827,Special from who,2004,162,7,133352161,437205213
1828,Physical media budget,1993,149,2,18911309,151895987
1829,Start play hair,2020,129,1,161763665,738477170
1830,Evening it certainly too,2000,103,6,98109079,411637995
1831,Voice cost attention,2023,127,6,156978654,1439218730
1832,Clear base place,2014,128,7,129979453,1026611776
1833,Suddenly imagine debate,1999,127,7,152820272,1497032070
1834,Real sound,2005,103,2,118056249,1490717247
1835,At quickly raise,1992,137,4,70232600,1008738984
1836,Fear according better,1997,85,10,169576404,1292979732
1837,Significant represent,2002,113,1,185123325,1491947404
1838,Right happen,1991,136,7,128786205,716129395
1839,Night,2018,139,1,187359998,1247127623
1840,Listen popular,2010,113,5,33100501,1220683849
1841,South discuss,2016,108,9,101180707,725825394
1842,War quality,1999,114,1,138580114,1328071423
1843,Specific five,2016,152,6,197751718,648453947
1844,Itself teacher various,2003,87,9,155421170,904141283
1845,She use,2016,99,10,5709720,710704039
1846,Interesting successful,2022,176,3,70668983,353493628
1847,Much window,2020,169,6,44713971,230159146
1848,Catch list recently,1993,165,9,157136690,980606305
1849,Toward though worker,1998,92,4,16706265,95606947
1850,Else just various,2023,90,3,40228385,1070003016
1851,Foot parent,2003,165,1,86813745,476170543
1852,Increase lawyer,2010,124,7,124760547,12939403
1853,Sea since,2020,149,8,187101750,1376741800
1854,White describe,2023,132,10,37372304,483942731
1855,Exactly suggest,2014,176,10,96934930,1493679823
1856,Relate,2010,155,9,44837887,499509666
1857,Despite society,2001,109,2,15197103,1006880051
1858,Yes oil look,2019,150,4,74194390,1344858032
1859,Some provide,2011,87,7,97949074,462711469
1860,Case prevent ever,2012,129,5,113612432,518289475
1861,Smile fire total,2006,146,7,171791289,1037394610
1862,Space right,2020,133,3,96558815,716923264
1863,Recently must trade stay,2002,148,3,14076807,812264449
1864,Language watch,2005,167,6,78807681,445913520
1865,Good,2007,140,2,79292985,864664699
1866,Reality woman pass crime,2009,153,8,143166727,400662068
1867,Coach well,2004,110,10,172515901,19442661
1868,Marriage idea between,2009,140,1,21623004,784143903
1869,Blue site claim,2008,118,9,138939987,26243116
1870,Front main,2003,90,7,53026772,163336462
1871,Daughter watch education,2021,130,5,169585506,773555770
1872,May religious,2010,171,2,50190125,69462277
1873,Final college,2020,84,7,26369472,1196191153
1874,Forget road,2012,144,9,161729080,252367129
1875,Stock,2007,153,7,45865206,310805913
1876,Art budget,2008,146,3,146951668,629007665
1877,Wish suggest million,1997,153,3,87599119,950769240
1878,Line care,2014,166,8,85882091,422478223
1879,Vote sea,2015,159,9,184869468,1360780674
1880,Score your,2012,98,4,81818483,1262751949
1881,Item,1999,95,8,73869212,777899203
1882,Environmental reduce,2008,176,7,184997396,99284886
1883,Story race past,1992,137,10,188359226,68749280
1884,Bring summer we,2008,102,4,185776645,432613112
1885,Begin sort help,1995,101,9,98313941,429825938
1886,Ability or,2012,107,10,26725084,615102013
1887,Pick require,2018,104,9,144457363,378977005
1888,Itself place,2006,96,4,156705084,475180892
1889,Together make,2020,85,4,95389788,567638252
1890,Front energy,2003,134,2,39578876,379273157
1891,Crime rule should,2002,90,5,4462191,734752500
1892,Source full,2007,167,7,37762086,1195790333
1893,Officer card politics,2007,135,6,140095401,533204239
1894,Number direction,1998,105,10,76542505,388414804
1895,Spend chance,1996,160,2,101130235,425880087
1896,Partner part,2005,98,2,131164090,51153779
1897,Body present next,2005,156,7,111593932,383123385
1898,Human audience eye,1993,113,7,92352099,567186744
1899,Real market player,2023,120,6,44762803,222304350
1900,About road culture,2004,173,6,28492584,50083752
1901,Dark opportunity,2004,88,4,59485701,1459817911
1902,Research father,1993,91,6,42488018,299728242
1903,Store smile care,1996,129,6,136125816,818730426
1904,Country kind,2016,151,10,60354703,1411320884
1905,While six market,2011,130,1,51577744,243304138
1906,Recognize board instead,2020,150,5,150962866,731672545
1907,Rest including top,1996,121,3,165665920,456481333
1908,Court husband however,1998,115,6,186127271,660137941
1909,Consumer thought,1990,146,10,142103855,984689942
1910,Life character,2000,138,8,143833339,520718055
1911,Great tax,2016,81,10,192272912,798797249
1912,Him business,2020,180,3,148938222,804616085
1913,Total eat general spring,2020,169,8,189512794,1424290658
1914,Alone look,2002,159,1,31592712,372992380
1915,Treatment game,2008,155,4,113030533,1136566550
1916,Start against,2010,146,4,124612207,1343319921
1917,Those make cultural,2008,180,6,21508556,936402444
1918,Pass message,1993,133,3,32290353,145397161
1919,Street season,1995,94,2,36227363,259462476
1920,Economy offer,2004,133,2,5665247,315165878
1921,Trip,1992,99,1,129719695,285879439
1922,Dream,2001,98,4,94471886,412251230
1923,Later by once,2016,152,10,84637365,416632444
1924,Class face nothing,2001,155,3,186502511,1148652542
1925,Develop other,1992,154,5,98326258,817168715
1926,Prove toward most,2015,177,1,38316280,1496113637
1927,Election a federal so,2021,92,6,119631802,808707148
1928,Court adult,2001,93,2,161430085,687795877
1929,Pressure again down,2008,152,5,141424252,1292522020
1930,Easy factor,1992,179,8,92817041,927430464
1931,Message,1990,92,8,47226506,1371106579
1932,Soon he tonight,2009,180,1,191560956,530166345
1933,Blood walk,1996,116,6,82788058,104203412
1934,Party west trial,2011,148,4,8720078,1327910072
1935,Performance standard instead peace,2008,124,9,32835610,1266272711
1936,Draw standard loss,2019,132,4,60688730,411093806
1937,I community piece,2023,113,4,35551529,1154909518
1938,Price good,2021,129,9,187359769,636752634
1939,Difference agent other,1998,163,9,39214293,324045033
1940,Fund anyone type hour,2022,142,5,185696252,708688739
1941,Hear series,2019,153,9,61820611,535797085
1942,Financial someone,2007,157,8,83524662,119372778
1943,Skin probably,2002,140,10,34646822,1356753205
1944,Ground finish,1997,84,3,57328766,606452838
1945,Without sing area,2011,102,1,35955194,276567628
1946,Here possible blue,2000,115,7,22100358,1096500391
1947,Exactly beat involve,2019,131,10,115032743,1259307009
1948,Key debate,2006,98,9,186440081,1055099407
1949,Center whom require,2001,159,1,30990198,454334256
1950,Meet local nearly,1990,157,5,21866911,179821697
1951,Note thus,2011,167,3,6048306,1015750315
1952,Around then,2008,168,1,130991183,1429860124
1953,Simply country,2002,131,5,116762112,1325458596
1954,Put above she,2001,84,4,12413054,144313805
1955,Cold develop,2015,130,10,53707568,364560794
1956,Wall home what,2017,122,5,29942008,1097239828
1957,Kind participant,2022,168,1,9802726,838472420
1958,Part behind like,2010,110,8,178110718,1390280625
1959,Beautiful few might,1995,86,1,138836020,1098409596
1960,Because true,2015,175,2,160229516,808730312
1961,Ready price boy,1996,140,7,16908891,1075709094
1962,Base vote his,2001,114,5,126918333,1119312868
1963,Detail leg choice site,1998,127,6,32922938,1002006394
1964,Make answer,2020,82,2,68917519,389396384
1965,Current music,2010,123,1,12618289,696109908
1966,Then trial attack,2005,118,5,18783141,807898435
1967,Meeting behavior language,1990,119,7,81972429,1133450409
1968,Soldier,2006,115,4,180203866,1496448168
1969,Many church almost wife,2014,142,7,3757474,1042872515
1970,Exactly rest teacher,2005,169,9,26904987,1067557776
1971,Future source available,2018,167,2,34230579,1022387897
1972,Various develop,2007,92,6,162542302,581246007
1973,Represent me,2011,109,8,56136960,1253088910
1974,Section edge bed,2009,97,10,158733491,866025130
1975,Collection could there,1990,118,9,54693648,1375321332
1976,White such,2006,175,2,50601993,1259093135
1977,Determine hundred list,2013,136,3,181012991,1400300159
1978,Anything election nation main,2005,179,4,95364100,83607550
1979,Occur,1993,121,9,8854184,449957744
1980,Live oil,1997,114,8,25368387,476429088
1981,General some,2019,173,9,40072653,440940241
1982,Stock lead conference kitchen,2009,133,1,75457461,975834546
1983,Per research hour,2000,157,1,156625818,508337080
1984,Need,2015,162,4,94371660,855188722
1985,Military,2022,91,9,95543846,474426460
1986,Tree six voice,2009,104,5,44099280,662127935
1987,Campaign of,1997,136,6,135388027,917729617
1988,Thought customer grow,2008,107,8,196569748,814779503
1989,Half environmental series,2013,132,7,165539239,1232008564
1990,These free project,2004,174,3,65913738,342604470
1991,Opportunity good,2004,142,1,136535539,808389434
1992,Blood field north,1998,177,6,154071388,551597381
1993,Under budget,2020,146,6,19344084,1187301373
1994,Beautiful improve name,1999,127,6,27603479,187018394
1995,Know anyone,2019,87,5,156191577,293472149
1996,Just same mother,2013,145,4,4753884,185449084
1997,Fast,2016,100,9,142959069,638610797
1998,Out trouble,2020,88,5,59249976,959567897
1999,Who,2003,119,1,193149222,1119159023
2000,Personal attention,2005,170,5,52418145,760001465
